x-axis,1
second,Volt
-22.0000E-09,+1.6756736395728E+00
-21.2188E-09,+1.6844676093278E+00
-20.4375E-09,+1.7027590664184E+00
-19.6563E-09,+1.7228595687157E+00
-18.8750E-09,+1.7429600710129E+00
-18.0938E-09,+1.7535630859748E+00
-17.3125E-09,+1.7644676084710E+00
-16.5313E-09,+1.7662766536778E+00
-15.7500E-09,+1.7831610756075E+00
-14.9688E-09,+1.8201459998345E+00
-14.1875E-09,+1.8329098187933E+00
-13.4063E-09,+1.8446686126372E+00
-12.6250E-09,+1.8635630847966E+00
-11.8438E-09,+1.8836635870939E+00
-11.0625E-09,+1.9037640893912E+00
-10.2813E-09,+1.9238645916885E+00
-9.5000E-09,+1.9439650939858E+00
-8.7188E-09,+1.9640655962830E+00
-7.9375E-09,+2.0010505205100E+00
-7.1563E-09,+2.0138143394688E+00
-6.3750E-09,+2.0255731333127E+00
-5.5938E-09,+2.0444676054722E+00
-4.8125E-09,+2.0645681077695E+00
-4.0313E-09,+2.0762263991019E+00
-3.2500E-09,+2.0862766502505E+00
-2.4688E-09,+2.1047691123640E+00
-1.6875E-09,+2.1248696146613E+00
-906.3E-12,+2.1449701169586E+00
-125.0E-12,+2.1555731319204E+00
+656.2E-12,+2.1664776544167E+00
+1.4375E-09,+2.1851711215531E+00
+2.2187E-09,+2.2052716238504E+00
+3.0000E-09,+2.2179851915535E+00
+3.7812E-09,+2.2271811713545E+00
+4.5625E-09,+2.2454726284450E+00
+5.3437E-09,+2.2655731307423E+00
+6.1250E-09,+2.2856736330396E+00
+6.9062E-09,+2.2962766480014E+00
+7.6875E-09,+2.3071811704976E+00
+8.4687E-09,+2.3258746376341E+00
+9.2500E-09,+2.3459751399314E+00
+10.0313E-09,+2.3660756422287E+00
+10.8125E-09,+2.3756233808199E+00
+11.5938E-09,+2.3873821746638E+00
+12.3750E-09,+2.3893922248935E+00
+13.1563E-09,+2.4062766468232E+00
+13.9375E-09,+2.4179349381557E+00
+14.7188E-09,+2.4279851893043E+00
+15.5000E-09,+2.4295932294881E+00
+16.2813E-09,+2.4295932294881E+00
+17.0625E-09,+2.4295932294881E+00
+17.8438E-09,+2.4295932294881E+00
+18.6250E-09,+2.4295932294881E+00
+19.4063E-09,+2.4295932294881E+00
+20.1875E-09,+2.4295932294881E+00
+20.9688E-09,+2.4200957421526E+00
+21.7500E-09,+2.4108997623516E+00
+22.5313E-09,+2.3926083052611E+00
+23.3125E-09,+2.3725078029638E+00
+24.0938E-09,+2.3524073006665E+00
+24.8750E-09,+2.3407490093341E+00
+25.6563E-09,+2.3306987581855E+00
+26.4375E-09,+2.3122062960720E+00
+27.2188E-09,+2.2921057937747E+00
+28.0000E-09,+2.2688394623656E+00
+28.7813E-09,+2.2513017741112E+00
+29.5625E-09,+2.2318042868828E+00
+30.3438E-09,+2.2117037845856E+00
+31.1250E-09,+2.1916032822883E+00
+31.9063E-09,+2.1715027799910E+00
+32.6875E-09,+2.1514022776937E+00
+33.4688E-09,+2.1313017753964E+00
+34.2500E-09,+2.1112012730991E+00
+35.0313E-09,+2.0742163488721E+00
+35.8125E-09,+2.0603972535428E+00
+36.5938E-09,+2.0494927310465E+00
+37.3750E-09,+2.0139148419803E+00
+38.1563E-09,+1.9905982593155E+00
+38.9375E-09,+1.9778846916124E+00
+39.7188E-09,+1.9686887118114E+00
+40.5000E-09,+1.9335128327912E+00
+41.2813E-09,+1.9101962501263E+00
+42.0625E-09,+1.8900957478290E+00
+42.8438E-09,+1.8794927328672E+00
+43.6250E-09,+1.8685882103710E+00
+44.4062E-09,+1.8498947432345E+00
+45.1875E-09,+1.8129098190075E+00
+45.9687E-09,+1.7969801709369E+00
+46.7500E-09,+1.7877841911359E+00
+47.5312E-09,+1.7694927340454E+00
+48.3125E-09,+1.7493922317481E+00
+49.0937E-09,+1.7292917294508E+00
+49.8750E-09,+1.7260756490832E+00
+50.6562E-09,+1.7260756490832E+00
+51.4375E-09,+1.7091912271535E+00
+52.2187E-09,+1.6890907248562E+00
+53.0000E-09,+1.6858746444887E+00
+53.7812E-09,+1.6858746444887E+00
+54.5625E-09,+1.6858746444887E+00
+55.3437E-09,+1.6689902225589E+00
+56.1250E-09,+1.6657741421914E+00
+56.9062E-09,+1.6657741421914E+00
+57.6875E-09,+1.6657741421914E+00
+58.4687E-09,+1.6657741421914E+00
+59.2500E-09,+1.6657741421914E+00
+60.0312E-09,+1.6657741421914E+00
+60.8125E-09,+1.6657741421914E+00
+61.5937E-09,+1.6657741421914E+00
+62.3750E-09,+1.6657741421914E+00
+63.1563E-09,+1.6657741421914E+00
+63.9375E-09,+1.6742163531562E+00
+64.7188E-09,+1.6842666043049E+00
+65.5000E-09,+1.6858746444887E+00
+66.2813E-09,+1.6858746444887E+00
+67.0625E-09,+1.7027590664184E+00
+67.8438E-09,+1.7123068050096E+00
+68.6250E-09,+1.7240655988535E+00
+69.4063E-09,+1.7260756490832E+00
+70.1875E-09,+1.7429600710129E+00
+70.9688E-09,+1.7546183623454E+00
+71.7500E-09,+1.7646686134940E+00
+72.5313E-09,+1.7831610756075E+00
+73.3125E-09,+1.8032615779048E+00
+74.0938E-09,+1.8233620802021E+00
+74.8750E-09,+1.8339650951639E+00
+75.6563E-09,+1.8448696176602E+00
+76.4375E-09,+1.8635630847966E+00
+77.2188E-09,+1.8836635870939E+00
+78.0000E-09,+1.9058746421324E+00
+78.7813E-09,+1.9242666017344E+00
+79.5625E-09,+1.9439650939858E+00
+80.3438E-09,+1.9640655962830E+00
+81.1250E-09,+1.9841660985803E+00
+81.9063E-09,+1.9947691135421E+00
+82.6875E-09,+2.0056736360384E+00
+83.4688E-09,+2.0243671031749E+00
+84.2500E-09,+2.0613520274019E+00
+85.0313E-09,+2.0846686100667E+00
+85.8125E-09,+2.0942163486579E+00
+86.5938E-09,+2.1059751425019E+00
+87.3750E-09,+2.1248696146613E+00
+88.1563E-09,+2.1449701169586E+00
+88.9375E-09,+2.1650706192559E+00
+89.7188E-09,+2.1851711215531E+00
+90.5000E-09,+2.2052716238504E+00
+91.2813E-09,+2.2422565480774E+00
+92.0625E-09,+2.2655731307423E+00
+92.8438E-09,+2.2751208693335E+00
+93.6250E-09,+2.2868796631774E+00
+94.4063E-09,+2.3057741353368E+00
+95.1875E-09,+2.3258746376341E+00
+95.9688E-09,+2.3375329289665E+00
+96.7500E-09,+2.3475831801152E+00
+97.5313E-09,+2.3660756422287E+00
